Model number,Label,Number of vertices,Number of faces,Number of edges,Type of faces,Bounding box,Barycenter,Diagonal,Surface,Bounding box volume,Convex hull volume,Compactness,Diameter,Eccentricity,A3,D1,D2,D3,D4
1522,vehicle,1073,1765,5295,triangles,"[[-0.5094901041, -0.2017204624, -0.1268198076], [0.4905098959, 0.2019806638, 0.1560000622]]","[7.09207510528328e-12, -1.2431611993227414e-13, -3.693687083061387e-12]",1.114881912154304,1.3129747505889326,0.11005570442393615,0.07645898931298939,3.423415745881727,1.0238244463445008,23.631475855459204,"[0.3701573748250587, 0.4495682995280125, 0.45597240635889585, 0.3086779492485784, 0.28978583409747244, 0.2910666554636491, 0.25488345186915806, 0.22606497113018292, 0.18539889275407354, 0.14377219835333163, 0.10630817339266392, 0.06980476445662873, 0.039705462351476886, 0.010886981612501727]","[0.0, 0.2274225768513887, 0.738235665823913, 0.6274834072085528, 0.09773252744989046, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2260230707395326, 0.34023260825102786, 0.5273871650589094, 0.40199627422461043, 0.33490815428778803, 0.4400661200617755, 0.2723458202197195, 0.11580687370046723, 0.0034608950761059174, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.08994737820114611, 0.3543791441909817, 0.5592968554311868, 0.46799688507663995, 0.5187190908291659, 0.2556399169927311, 0.008340984945970943, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.16156649614818352, 0.6116708806338975, 0.6924541287079894, 0.34558300656752694, 0.028890592135836918, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1523,vehicle,1004,1988,5964,triangles,"[[-0.4943422938, -0.1980092833, -0.1904650221], [0.5056577062, 0.2149163382, 0.2077252808]]","[6.623103171601479e-12, 6.286093695056115e-13, 1.4489088756588032e-12]",1.1528499842628073,1.3133836155145717,0.10889162052725149,0.07107705630102,3.965185808163468,1.0141372639071167,26.57946232300842,"[0.39719140668622, 0.4100663307279127, 0.4503004683582024, 0.3202637355371061, 0.308998177000625, 0.2906514102412129, 0.25782035393489644, 0.2278861555379609, 0.18250204829099412, 0.1361523217409004, 0.10782748884917642, 0.0672714781178444, 0.04634972655009375, 0.015449908850031249]","[0.0, 0.2077238787477999, 0.9262218913474627, 0.30667598098766097, 0.07009736708289394, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2636780498330883, 0.28776525749519744, 0.5678431082897217, 0.3602831273715473, 0.44202588528870485, 0.39615769197468853, 0.20397252445786032, 0.038437033503365636, 0.0023062220102019384, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.09483347338448934, 0.43487294160804024, 0.5637323140077978, 0.4293848933797712, 0.5286088053468758, 0.1424697320058648, 0.0013171315747845744, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.22305421168516085, 0.6675278729177249, 0.66153374507928, 0.2588373384783015, 0.005449207125858978, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1524,vehicle,1003,1986,5958,triangles,"[[-0.1816773539, -0.4904294791, -0.215845313], [0.148181934, 0.5095705209, 0.2064584951]]","[3.727356748337265e-12, -5.375310458129205e-12, 1.7506208441126035e-12]",1.1345252999160738,1.3336411403816661,0.13870213918220528,0.09376364744961613,2.3855888301987105,1.0308177865235484,17.209479390220864,"[0.3815863614753106, 0.3590644008486059, 0.4777873075808063, 0.302437756987177, 0.31241176812186056, 0.31337699500586214, 0.2892463229058214, 0.24677634000974977, 0.17631477747763086, 0.1299838870455527, 0.10263579199883986, 0.07207027400545495, 0.036678621592061894, 0.017052341617362108]","[0.0, 0.12702496353792758, 0.8220672168586635, 0.5453285541571659, 0.1033775489421876, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2461629520302234, 0.2912089174178854, 0.4234320746440226, 0.49630054806524054, 0.38342065832909933, 0.4496647250756611, 0.26921588725802686, 0.08532235796957151, 0.005034549072738692, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.09522322313211586, 0.3836529859525827, 0.536148147635174, 0.4036636632774476, 0.5241877427973237, 0.3440916468735394, 0.013110443764566675, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1829010096930627, 0.5823089168158226, 0.6618814785830263, 0.42857163728501174, 0.07551667876450635, 0.00019313728584272725, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1525,vehicle,873,1991,5973,triangles,"[[-0.4892812869, -0.2214452783, -0.1920757307], [0.5107187131, 0.2217931866, 0.1571077282]]","[1.0578278144020749e-12, 2.2611615824692787e-12, 9.03341329856478e-12]",1.1482114024587442,2.331501116664515,0.15304916239893127,0.10897132547698687,9.436914992401226,1.0294923506173588,23.863306984927423,"[0.4415700721847229, 0.3398654851616712, 0.4606994615934474, 0.2837526095627461, 0.3076643463236517, 0.3092584621077121, 0.30447611475553094, 0.24613147705892136, 0.14920923738805078, 0.12593514694076935, 0.09086459969144117, 0.06759050924415975, 0.04367877248325418, 0.017535273624664085]","[0.0, 0.04353269432206441, 0.7240090803855749, 0.6720558284026732, 0.14918686119860758, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3214894022555866, 0.26921032091645514, 0.42793392353886966, 0.3710736855875463, 0.29076870497382895, 0.49449543431601123, 0.40341126167360697, 0.10698348088471742, 0.009431793025101031, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.11363087897673316, 0.423894616429665, 0.5253674589726737, 0.3270979417457813, 0.46948725305613204, 0.45078258161963275, 0.027823198761792685, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.20479309828995673, 0.6132255309358423, 0.6693753757252013, 0.3578591135376615, 0.07672530161285702, 0.0009614699450232711, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1526,vehicle,1184,2240,6720,triangles,"[[-0.1494591682, -0.4981159241, -0.214721349], [0.1257034408, 0.5018840759, 0.2147964125]]","[3.633920749911195e-12, -5.519336099487731e-12, 1.0548120995461773e-11]",1.122586285697299,1.3926444437423822,0.11646490485238556,0.08481621922491456,3.3197896001164806,1.0787047216702756,28.286278894243573,"[0.376995884612084, 0.43039015153139204, 0.4511006550637297, 0.31324636592660715, 0.2876818381288778, 0.27926819606886566, 0.2757085782742451, 0.2410832051811181, 0.1844529220848823, 0.1520927603156047, 0.10322891604399553, 0.0741047704516457, 0.05080545397776583, 0.01585647926694602]","[0.004373383385151336, 0.18088313680985926, 0.6769997480214268, 0.683822226102263, 0.20327485974183412, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.22695829963618974, 0.35301586124135054, 0.43231454424676624, 0.4314942130432619, 0.34153122439229033, 0.4066108332036315, 0.386102553116024, 0.13945630459573105, 0.01695351153908887, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.08855130518903742, 0.38714911002172825, 0.5093452382905055, 0.4864480670279048, 0.45887800367089576, 0.3661210955968908, 0.039953227407191025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.17583503832561562, 0.6032668356701989, 0.6820439482319431, 0.3703278138369075, 0.053146281680411155, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1527,vehicle,1029,1975,5925,triangles,"[[-0.2660402178, -0.5162424854, -0.1595577855], [0.2447798182, 0.4837575146, 0.1990342517]]","[-8.785336832580382e-13, -5.98551370854857e-12, 8.529277980766793e-13]",1.1787813021601112,2.5067676365169893,0.11339216944200128,0.07702117589565703,23.478458221596217,1.0332134980527088,17.474521419265415,"[0.3593156479622695, 0.42552228792669483, 0.4634464797509773, 0.3532092102956478, 0.30146518585743187, 0.2686832573313572, 0.26675490859452927, 0.21918897308610716, 0.17194442903382307, 0.13594858594636852, 0.1092730950869156, 0.07231307763104708, 0.05013706715752598, 0.016712355719175325]","[0.0, 0.44484909919789734, 0.8348329117037052, 0.3058231721170166, 0.10786786303352135, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.22901512230280133, 0.29294955121176225, 0.5494364984363826, 0.5551806072836721, 0.3793609277840297, 0.2892033932678778, 0.14834785457782332, 0.04445440760076187, 0.009490266791173882, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.094002023483445, 0.3959144047890978, 0.5832549080608105, 0.5157946323844559, 0.44722845054947247, 0.16765537364812072, 0.007962524342127106, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.19750915079779202, 0.6398183758238334, 0.6615165642213373, 0.33715646586890696, 0.018545460168806763, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1528,vehicle,1039,1995,5985,triangles,"[[-0.4729064665, -0.1847164694, -0.1396895301], [0.5270935335, 0.1859376306, 0.1394556431]]","[2.603327102961805e-12, -5.716992624656107e-12, 2.9946611161045e-13]",1.102409401977173,2.5488292418547793,0.09933782967109078,0.06859354146443088,31.11740681463374,1.0012385918727478,22.967376400552364,"[0.36836306678189046, 0.4812382079051607, 0.44702393000094, 0.3213584046144096, 0.2817082133983034, 0.25996456015076125, 0.26284239660999476, 0.20848326349113938, 0.17011211070135912, 0.1368571116168829, 0.11671225640224828, 0.07930038243221253, 0.04796394098722532, 0.015668220722493603]","[0.0, 0.307193759390908, 0.8386691130154178, 0.4410257189074486, 0.08810464418735965, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2288044858309405, 0.386203544875715, 0.5996520249461897, 0.3309219241380381, 0.40079175034815756, 0.34525419618113956, 0.21703154808125008, 0.04965108529217278, 0.001023733717364387, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.08198441285163142, 0.4043419733310827, 0.6000743935423074, 0.512295270881791, 0.44318799093879285, 0.10409015767811843, 0.00021461888181055345, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.17514345022638966, 0.676312271399982, 0.6736558995563057, 0.2410214719495615, 0.004781469318617311, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1529,vehicle,1056,1779,5337,triangles,"[[-0.4902842862, -0.2133143647, -0.1925629786], [0.5097157138, 0.2074743879, 0.1422989882]]","[-9.610203609067676e-12, 1.007449695536953e-11, -4.541220915012723e-13]",1.1354275455192324,1.577798890433158,0.1360730988797445,0.09192178554339765,4.1102256198310405,1.0270847374498226,23.65581496557784,"[0.3884028635209766, 0.3964811260734095, 0.450767050425759, 0.3043889329756738, 0.293402495904365, 0.3024501499630899, 0.293402495904365, 0.24105535456459942, 0.19581708427097488, 0.13474541937458173, 0.10663306569211503, 0.06688801393414488, 0.042330095774748694, 0.014540872594379322]","[0.0, 0.0942677143146913, 0.7995239756318666, 0.5815298862791429, 0.11703846287381436, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2957937590537818, 0.29122655296484967, 0.4551086538030031, 0.42313821118047806, 0.34388375257842024, 0.45645194971151254, 0.32722688331290306, 0.08838887077992208, 0.005373183634037816, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.09877753148306741, 0.3948809437246523, 0.5365155480321596, 0.3776922781533529, 0.5429326498454448, 0.3300223789689491, 0.011000745965631636, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1970229250015073, 0.6171481380240451, 0.6611213705606135, 0.37462909797388055, 0.053681608551135324, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1530,vehicle,989,1799,5397,triangles,"[[-0.4887774101, -0.1926873233, -0.1268945511], [0.5112225899, 0.2001413551, 0.1613765106]]","[-4.7152182011240915e-12, -1.283983303986116e-11, 1.5400879703743024e-12]",1.11239137698345,1.56762231842298,0.11287833116999765,0.07353197237711757,6.299694797733937,1.0095125670793303,19.286967636858517,"[0.34590062335934846, 0.5320812353794955, 0.42560122782002785, 0.31497678882860486, 0.2786333131945351, 0.24197103514262258, 0.2317693577716556, 0.198613906316013, 0.19383187004837224, 0.15589438232508884, 0.12879617680845787, 0.08161341896773568, 0.04813916509425034, 0.01020167737096696]","[0.0, 0.3695847390768016, 0.6881108195102497, 0.6050723604354717, 0.15426619639931397, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.16410571959231018, 0.39452991540655236, 0.6109101986090913, 0.3742442638563143, 0.3266510044499867, 0.3516179602041258, 0.23692600720854926, 0.132636952443864, 0.009102535952029884, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.058915257183125534, 0.32306984666237565, 0.5578739261994868, 0.582296978268128, 0.46768002338459286, 0.15210848218188774, 0.0004284745976954584, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.16137215172526853, 0.5882748440166607, 0.7078369382494734, 0.35556886613101785, 0.02072165130108562, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1531,vehicle,1059,1869,5607,triangles,"[[-0.476341584, -0.1805352287, -0.1467091187], [0.523658416, 0.1892212969, 0.1669146623]]","[3.651842198395127e-12, 2.9023749377952743e-13, -1.1537022816011066e-12]",1.1113414255900476,0.9531580514120834,0.11493390787620542,0.0824019812386424,1.1276311933914633,1.0259490458301157,15.487083684368182,"[0.3489482839090759, 0.44238780591612303, 0.4604312998209321, 0.32284965879676275, 0.2938511864497481, 0.28160738701434196, 0.26807476658573515, 0.2384318837421202, 0.17882391280659016, 0.14563677223167343, 0.10439450044925262, 0.07378500186073719, 0.04607535050692323, 0.016754672911608447]","[0.0, 0.2403520311311108, 0.8252947878982227, 0.4788088132712236, 0.1784979958794486, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2257148451777666, 0.28356395881600427, 0.6254935412134448, 0.364914274869776, 0.37911829830773613, 0.3631064900685811, 0.2502490674796978, 0.07644347159338549, 0.013945768466360866, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.08829768182867383, 0.3664685742062252, 0.525802736904584, 0.48242843705891963, 0.5589973541334087, 0.1903158054452619, 0.000663892344576495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1750986871959776, 0.6056599299014215, 0.6601182688997385, 0.4059793535742591, 0.04405830898127731, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1532,vehicle,1045,1641,4923,triangles,"[[-0.2054068502, -0.4850492641, -0.2233792854], [0.1939201697, 0.5149507359, 0.2260082654]]","[5.923381378330561e-12, 1.688474900928931e-11, -1.564355200428643e-13]",1.1667952860875972,1.3843103942854795,0.17785366106134295,0.12461081319521089,1.5105552192022313,1.075865771505124,25.344760688777818,"[0.4438299912219628, 0.31738633904649716, 0.4431913869180463, 0.2535259086548478, 0.310680993855374, 0.3448463241149064, 0.3148319218308312, 0.26534008827730293, 0.17146525560157844, 0.11111714888146983, 0.08716948748460134, 0.07280089064648024, 0.04182858190653031, 0.015007201142037593]","[0.0, 0.025779048296944194, 0.6889488346025436, 0.7207580696356152, 0.0720607314967212, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.30315637307064724, 0.31492689661523665, 0.343437720312131, 0.40726011464279355, 0.33349816709669994, 0.5615847566718547, 0.31126495595691994, 0.04028134724148375, 0.0002615671898797646, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.11564652511366119, 0.41318591157735246, 0.6315028753253861, 0.258611127025825, 0.4163730205371778, 0.4200154307769781, 0.02117150951883955, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.21125648616348452, 0.6520402897262144, 0.6054116058432831, 0.4034808564563848, 0.02988042191681718, 0.0011419269522350514, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1533,vehicle,1028,1960,5880,triangles,"[[-0.1481136482, -0.5008229019, -0.1936568838], [0.130499997, 0.4991770981, 0.192716981]]","[-1.488480004858173e-12, -1.493789439810138e-11, 1.4740284847058436e-11]",1.107659842502255,1.2936979243522717,0.10366602361803277,0.07205576204641484,3.687303108482988,1.0298280828630602,31.158397257925166,"[0.4098592069699593, 0.4935696498703438, 0.416620435050375, 0.29620618257059117, 0.24952151249153062, 0.25724863029771994, 0.24791169628190785, 0.23857476226609572, 0.17096248146193904, 0.14134186320487993, 0.13715634105986071, 0.09787682554506491, 0.05022626574023068, 0.01255656643505767]","[0.0, 0.3165604287593798, 0.715433821239698, 0.594140048708183, 0.18692657620327638, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.23636582244213275, 0.34707893340543416, 0.610656171072282, 0.3433440332765517, 0.327870875599753, 0.365486655469212, 0.24650340850624228, 0.17554030605747556, 0.014939600515529835, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.09589870546298418, 0.3922926114171841, 0.5428312769695429, 0.5122775033685457, 0.4953279647285764, 0.18555284405861125, 0.006021546622094355, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.17906710560058398, 0.6338435637439767, 0.6986316622527307, 0.27930869134885056, 0.008818380074802628, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1534,vehicle,1178,2408,7224,triangles,"[[-0.5256586993, -0.2216241687, -0.1740092412], [0.4743413007, 0.2188681133, 0.1592925003]]","[6.261036034540957e-13, -3.424043690409109e-12, 9.793726661746792e-13]",1.14242001969,1.5762024578759641,0.14493960079959053,0.10408507595390422,3.1959994859863055,1.0193060537205405,20.184542806413276,"[0.34087413813830897, 0.495377996784568, 0.42391996216067324, 0.30450135474866885, 0.2726349339028779, 0.28776343672865745, 0.2620127936209476, 0.238193448746316, 0.19473923850205566, 0.15933210422895464, 0.11523412790700154, 0.07113615158504843, 0.040557262894642995, 0.012553438515008546]","[0.0, 0.2602705744158558, 0.46084295989812035, 0.838142278625719, 0.13191101237450784, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.20965634336194858, 0.3836848113813438, 0.47522104495375006, 0.4491852898957303, 0.3077700308437493, 0.3379166945951406, 0.34970129951613904, 0.22363343291941182, 0.0038368481138134377, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.06566993693280215, 0.31721533549547337, 0.5042269552037646, 0.5364938446309546, 0.5010457125841825, 0.31789703034252664, 0.029767341654661182, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.14142373232804176, 0.544215249536537, 0.6909613803930535, 0.44784181903879894, 0.07641443601595804, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1535,vehicle,1044,1930,5790,triangles,"[[-0.5091781851, -0.1833618527, -0.1189122578], [0.4908218149, 0.1845749291, 0.1646673557]]","[1.6277616101798282e-11, -1.6056421409543311e-12, 2.3366504762372267e-12]",1.1026308868311963,1.8855360506133536,0.10225455100781214,0.07342422513420238,10.994447342319024,1.0467073396242068,26.385109910556785,"[0.3993502281423556, 0.5243669929171042, 0.421092274190138, 0.312701779922517, 0.266659800056625, 0.23884277055431516, 0.21006653313813262, 0.20303234176973242, 0.15731009787513128, 0.1486772266502765, 0.12501676477474863, 0.09592079138727516, 0.06746428994238353, 0.026857821588437046]","[0.12084229920381664, 0.5254779396496597, 0.577771122611441, 0.5971607297770453, 0.13729408710190513, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.18725090949900056, 0.3873548423956445, 0.6464314708814757, 0.41583310992375627, 0.30292812007779096, 0.31023670200978426, 0.15826860183764785, 0.10484034771411067, 0.007056561865372834, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.08124094802052423, 0.4015259420490831, 0.6382305890303487, 0.5423152289328188, 0.34048889471429133, 0.12164874939198915, 0.001276035832783103, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.19768955289397663, 0.7056589000555588, 0.6541790696296693, 0.18700836358792475, 0.006478754169244583, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1536,vehicle,1000,1991,5973,triangles,"[[-0.3694109009, -0.3282619268, -0.485685549], [0.3749429881, 0.3379873316, 0.514314451]]","[-2.5537111698426273e-12, 4.518663400623077e-13, 1.2838262351061939e-12]",1.413488870273825,1.403753187207049,0.16430919847837183,0.10998088304945056,2.0220201903562014,1.1129862306912421,18.000229667822467,"[0.304356407207338, 0.4830142563017922, 0.45685364268438994, 0.366567622517014, 0.2919141641454028, 0.26543451865461765, 0.22778875759542908, 0.21949392888747227, 0.1741914028670928, 0.1528162673504349, 0.11325631505094863, 0.08358635082633391, 0.040198016046252186, 0.010847083695020432]","[0.0, 0.3721932886575024, 0.56313774562427, 0.5261360736524715, 0.5172319279908087, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.11602637304468458, 0.3402540846729006, 0.45978823178637795, 0.552339501447603, 0.4141871688920717, 0.28871678873909884, 0.23259240363841419, 0.1783568199593872, 0.11602637304468458, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.03803056877228677, 0.21378130374954102, 0.4637929126608463, 0.5907114972026791, 0.5286024026396545, 0.31549619774405946, 0.09923953153005009, 0.0006750988539459189, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.09969674218419212, 0.48173927738809436, 0.661308892171591, 0.5510265885585753, 0.1304911027044059, 0.00038492950650267227, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1537,vehicle,972,2625,7875,triangles,"[[-0.5526636288, -0.173061505, -0.1122790629], [0.4473363712, 0.1803767327, 0.0998860195]]","[-5.343911615351045e-12, 4.4039049881987927e-13, -1.4145044930279653e-13]",1.0816342311790434,1.1389267158314085,0.0629755350849433,0.044453928384175015,6.610201167069216,1.024495132082079,34.40236225651041,"[0.46280842265785216, 0.4768136293957789, 0.3523582695201117, 0.2734198315427063, 0.2775577335334574, 0.306523047468715, 0.2858335375149596, 0.2256748085725015, 0.15182917304525137, 0.11808935681297329, 0.09549004594040966, 0.07448223583351954, 0.062068529861266285, 0.02005290964748603]","[0.04652663776116681, 0.406805397822544, 0.8179348326117393, 0.39988693867590214, 0.058460979789124096, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4085577409568377, 0.45471279955865623, 0.6107608548314711, 0.1433493089908331, 0.3228412035534605, 0.3245506501683427, 0.14994288879109285, 0.026374319201039137, 0.0009768266370755235, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1871248832227637, 0.6444480283187557, 0.5871777445521476, 0.3327130771202951, 0.30397304460738184, 0.042375814362105683, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.33862425491385906, 0.796412969011762, 0.49637691985364885, 0.06833682252779687, 0.0001699920958402907, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1538,vehicle,1004,1988,5964,triangles,"[[-0.4942866604, -0.2056130351, -0.1437692295], [0.5057133396, 0.2075602871, 0.120273838]]","[2.4887288120417566e-12, -3.6635600949832734e-12, -1.9718106767543653e-13]",1.1137463515866592,1.313297354501063,0.10884654282619517,0.07106790955363973,3.965425115286722,1.0140519586420258,26.574649909601813,"[0.3951757514371177, 0.3983885624244113, 0.4571830034918849, 0.3074660114840013, 0.30168295170687276, 0.3048957626941664, 0.2708399662288538, 0.23839057525718807, 0.18441535067065493, 0.12786987729428687, 0.09959714060610282, 0.07357337160902434, 0.03887501294625304, 0.014457649442821378]","[0.0, 0.21569759564499288, 0.9231552220678989, 0.30883627475389086, 0.07667554106673599, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.27060199394481943, 0.30132312854593424, 0.5793493966860231, 0.3627653977481638, 0.44059227207098794, 0.3691656341233961, 0.19098305343693028, 0.043009588441560706, 0.0023040850950836094, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.102899882335092, 0.44545974703182983, 0.5558352618442576, 0.4357853991199836, 0.523514144956953, 0.13434151304859232, 0.000879486173804205, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1989153618380737, 0.6589745802664575, 0.6785783546248211, 0.25628787578594486, 0.005755236508877358, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1539,vehicle,996,2000,6000,triangles,"[[-0.412221521, -0.2369960176, -0.1492262869], [0.587778479, 0.2392764663, 0.1448966335]]","[9.479309002945903e-13, -4.485528734886928e-12, 2.0890271273924874e-13]",1.1460121165262174,1.9798021781412913,0.1282084676122116,0.09058319666105338,8.36214577367397,1.0317709624422304,26.982962900460166,"[0.36125694878988923, 0.5098974730937468, 0.41186475042653453, 0.2918701515773819, 0.30046392921379333, 0.28773240678948003, 0.26577053060753963, 0.2183456095769727, 0.16614636763728827, 0.13177125709164242, 0.10248875551572188, 0.07288796587919351, 0.04806149715178262, 0.014322962727352437]","[0.025974612545297395, 0.2791381307093946, 0.6607514451591405, 0.684235341432971, 0.1289835212009631, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2214629167941419, 0.4591239605960088, 0.5308205883351195, 0.35715542336705136, 0.2806790204453333, 0.37255692117767514, 0.3197138511032936, 0.10462396788596152, 0.009294007299514347, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.07106042523794343, 0.40826225443309005, 0.5959690380804877, 0.4887080188534033, 0.42770331416799906, 0.22591852174704655, 0.016982994710955032, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.16959480266113527, 0.6539184217991851, 0.6745741990463746, 0.29715328671395497, 0.01666957462053894, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1540,vehicle,1033,1990,5970,triangles,"[[-0.4627687698, -0.2136617633, -0.1393100404], [0.5372312302, 0.213209204, 0.1150402895]]","[6.185311345866936e-12, -4.9875768998791265e-12, 1.463380485136643e-12]",1.1166525480398442,1.7654494869394528,0.10518871557993278,0.07837133161316925,7.921347446139151,1.0613254590875403,31.957814511866648,"[0.4232013442826491, 0.39505263101614263, 0.4558797355460647, 0.2963703603691946, 0.283104874806818, 0.2873110043753765, 0.2843990685202206, 0.24169067597793492, 0.1533619550382077, 0.14947937389799992, 0.10580033607066228, 0.0808871070876623, 0.05467968439125971, 0.02426613212629869]","[0.0, 0.20342572513344387, 0.7167208687841105, 0.6575854835709, 0.11185035717470088, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.27615833050437505, 0.2951208464287567, 0.4259889140758977, 0.49756573474821153, 0.3130150515968352, 0.46551641205911576, 0.2892451372690891, 0.09534673500005986, 0.0128197290756383, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.106277180047482, 0.392622245939606, 0.6028561435881185, 0.4100257142879928, 0.41513073167018627, 0.35990372544463883, 0.0336467054735478, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1875052880810187, 0.6294026320268977, 0.6705352149853822, 0.34443906180100176, 0.020936855289678966, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
