Model number,Label,Number of vertices,Number of faces,Number of edges,Type of faces,Bounding box,Barycenter,Diagonal,Surface,Bounding box volume,Convex hull volume,Compactness,Eccentricity,A3,D1,D2,D3,D4
1139,aircraft,2920,4234,12702,triangles,"[[0.025, 0.025, 0.025], [0.647434, 0.975, 0.274384]]","[0.3451696530178507, 0.49991200858485757, 0.17301338745757278]",1.1628054281830644,0.9578509821064569,0.1394731278148075,0.07533162879071573,1.3692626371149972,6.097998922713437,"[0.39081398640743603, 0.612695475464561, 0.421070553097044, 0.398378128079838, 0.2798732418788735, 0.17397525846524572, 0.14119731121817045, 0.08320555839642187, 0.020171044459738635]","[0.7706543251994511, 0.6199075709688199, 0.14767028985857744, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4860258404707383, 0.7734604773082717, 0.4006664634705011, 0.06968112408182628, 0.0121941967143196, 0.0, 0.0, 0.0, 0.0]","[0.4007765676117034, 0.8534756055212792, 0.3310057481489372, 0.037319275526595856, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.7232061655580179, 0.6878559660195404, 0.06186284919233554, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1140,aircraft,13908,27087,81261,triangles,"[[0.025, 0.025, 0.025], [0.975, 0.388267, 0.84721]]","[0.5006076480233159, 0.25280213785621886, 0.6008056223085406]",1.3078578658971318,1.579093098924672,0.26030830613418404,0.121288280926477,2.3666451845459666,4.556706568073859,"[0.5682388141308273, 0.5301871078274237, 0.357686039251994, 0.3627596000924478, 0.28411940706541366, 0.17503784899565664, 0.10654477764953012, 0.10908155806975703, 0.04312526714385743]","[0.9051794871292107, 0.40278321676084494, 0.13570473969720223, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6677444971443487, 0.6866267322821066, 0.2763672597435479, 0.07896207421244227, 0.0068662673228210664, 0.0, 0.0, 0.0, 0.0]","[0.6940618615577039, 0.6988265882960863, 0.17153016258176665, 0.022235391445784566, 0.001588242246127469, 0.0, 0.0, 0.0, 0.0]","[0.9213552136510688, 0.3877982757021915, 0.026744708669116657, 0.0013372354334558328, 0.0, 0.0, 0.0, 0.0, 0.0]"
1141,aircraft,11819,23138,69414,triangles,"[[0.025, 0.025, 0.025], [0.975, 0.310844, 0.62003]]","[0.5000177370272066, 0.21391441384166499, 0.43866895007793794]",1.1568351192957447,0.9303328518673043,0.16048393886608406,0.0704835368537709,1.4331357178655793,6.062386464957425,"[0.6318699524370758, 0.37549648812859016, 0.3470105476498695, 0.37549648812859016, 0.3573690714603134, 0.18645342858798958, 0.1450193333462141, 0.07509929762571803, 0.09581634524660576]","[0.9467206457807656, 0.3010435434784881, 0.11442379028141629, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8106978106585463, 0.5230308455861589, 0.26151542279307943, 0.0245170708868512, 0.014710242532110718, 0.0, 0.0, 0.0, 0.0]","[0.8781409887242058, 0.46950112268422883, 0.09129188496637783, 0.01014354277404198, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9618716754375113, 0.2732164681203826, 0.0124756378137161, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1142,aircraft,1322,2498,7494,triangles,"[[0.025, 0.025, 0.025], [0.975, 0.22184, 0.517098]]","[0.49998693064388977, 0.13199598386480188, 0.2461035846902035]",1.0878448543813588,0.8941265823604165,0.092021341804,0.05516564620087058,2.07686002337922,14.8701357654573,"[0.50747881779028, 0.563865353100311, 0.42289901482523334, 0.33319316319563835, 0.23836126290149515, 0.21273101957875373, 0.13840331394280364, 0.11021004628778808, 0.03588234065183798]","[0.5865420803066826, 0.7048646901668203, 0.39891622752846423, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3294159331828967, 0.7711327526781445, 0.5109690327211978, 0.16096460371436996, 0.09919911624257685, 0.0, 0.0, 0.0, 0.0]","[0.2783403184189147, 0.8399913180856534, 0.45893016786928204, 0.07952580526254707, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6042838050314648, 0.7891766110485549, 0.10973312877437048, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1143,aircraft,3336,6574,19722,triangles,"[[0.025, 0.025, 0.025], [0.504495, 0.975, 0.209713]]","[0.26803530665981873, 0.5000193909104222, 0.12696665998578563]",1.0800621960766887,1.2861851415389012,0.08414051193824998,0.0474705982811406,8.348504402040243,8.431840741350822,"[0.37047220411239645, 0.5467658736555369, 0.5058861821672724, 0.3653622426763634, 0.3193725897520659, 0.1992884960052891, 0.16351876595305775, 0.07664942154049581, 0.007664942154049581]","[0.520208279510992, 0.846816318635791, 0.11083983228217159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5554211111548215, 0.7096074133050558, 0.4310207991927006, 0.0455550438171147, 0.010512702419334162, 0.0, 0.0, 0.0, 0.0]","[0.45765214337454296, 0.8573141178968322, 0.23509527913075837, 0.017240320469588948, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.7996736691685558, 0.5997552518764169, 0.028559773898876994, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1144,aircraft,3627,6736,20208,triangles,"[[0.025, 0.025, 0.025], [0.975, 0.716901, 0.291304]]","[0.4998975301907665, 0.24169948972907074, 0.1972552116867577]",1.2050497144172103,0.9764587709353452,0.1535397370781969,0.06900194016214214,1.728967200327929,4.148382072815781,"[0.4653602571883459, 0.5325789610044404, 0.42399490099382625, 0.3852148795614641, 0.32575218003184214, 0.1939001071618108, 0.13702274239434628, 0.0904867166755117, 0.031024017145889725]","[0.8680095901162558, 0.4721016015090135, 0.15388121821338097, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.7130056494091213, 0.6011616259723963, 0.3547552618383618, 0.06465982604935659, 0.013980502929590613, 0.0, 0.0, 0.0, 0.0]","[0.7294830085300765, 0.6624408064332205, 0.1660092623350721, 0.03830982976963203, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9081893019657757, 0.41749597762008794, 0.02982114125857771, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1145,aircraft,37609,73748,221244,triangles,"[[0.025, 0.025, 0.025], [0.723003, 0.278512, 0.975]]","[0.3740201407070779, 0.1471442378247833, 0.4163006790608429]",1.2058094883326305,1.0090585230338853,0.11873270194749987,0.06470257845000893,2.169968930231129,15.346924337011776,"[0.49934347200391693, 0.5487576697543045, 0.4161195600032641, 0.3406978897526725, 0.2834814502522237, 0.20285828550159127, 0.16124632950126486, 0.10402989000081603, 0.04421270325034681]","[0.8450855104889721, 0.5338123474588673, 0.02957799286711402, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6372864598206763, 0.6007208432735884, 0.48231789445444634, 0.019153418191331803, 0.0017412198355756185, 0.0, 0.0, 0.0, 0.0]","[0.6105565389173676, 0.7676025777990002, 0.1923012720999583, 0.03205021201665972, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8941369688926387, 0.44774279588590654, 0.0067431143958720866, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1146,aircraft,1700,3016,9048,triangles,"[[0.025, 0.025, 0.025], [0.88836, 0.32216, 0.975]]","[0.4566799542337748, 0.09663871451539821, 0.46472611950676007]",1.3176473561617312,0.6143451033852114,0.138774421884913,0.05741970348892962,0.6218174977951733,32.48785900436293,"[0.6518064549367929, 0.4225148561645614, 0.3658360339961446, 0.3400729330105006, 0.2473257694621823, 0.2112574280822807, 0.12366288473109115, 0.14684967561817072, 0.06698406256267436]","[0.9676431633076662, 0.2292129162074687, 0.1054900353000282, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8925314304473501, 0.40569610474879547, 0.19442794453998877, 0.03061857394330532, 0.00765464348582633, 0.0, 0.0, 0.0, 0.0]","[0.8941787316929589, 0.4399701084285419, 0.08258338604807583, 0.007119257417937571, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.99662660602145, 0.08206242909819089, 0.0010797688039235645, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1147,aircraft,1149,2320,6960,triangles,"[[0.025, 0.025, 0.025], [0.975, 0.33131, 0.884672]]","[0.5709730417003098, 0.11447543349283343, 0.4548395022980125]",1.3173313036909127,0.5942500565881392,0.14630365917804064,0.056834012217186924,0.5744320846115697,29.42104414233432,"[0.5703914353801455, 0.5136103875142487, 0.44392455604246617, 0.2890671527718384, 0.2142194078577017, 0.16518123015533626, 0.18066697048239902, 0.1445335763859192, 0.05936200458707396]","[0.4351715289951264, 0.8316611443017972, 0.3449137303887298, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3724659110909628, 0.6831661183326704, 0.6082985985153915, 0.14224828765283, 0.06550907984011908, 0.0, 0.0, 0.0, 0.0]","[0.38170049413862384, 0.8027692006771955, 0.45187861189505246, 0.07531310198250875, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.7639185064767694, 0.6447357319700554, 0.027282803802741763, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1148,aircraft,6233,11365,34095,triangles,"[[0.025, 0.025, 0.025], [0.900516, 0.287476, 0.975]]","[0.4619130362577979, 0.12928226049007574, 0.5212797894239296]",1.318302665108434,0.7281984661956025,0.11549755800102356,0.05274659342584579,1.2271794471250226,7.858783208132737,"[0.5061497268073187, 0.4931046307555837, 0.43570620812794963, 0.39396190076239757, 0.2896011323485174, 0.18524036393463728, 0.14871409498977922, 0.11740586446561517, 0.039135288155205054]","[0.8054316458416435, 0.5755258263291895, 0.1415976239381339, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5497863926765598, 0.7794227823006107, 0.2966835106821679, 0.046932984740681936, 0.0033523560529058524, 0.0, 0.0, 0.0, 0.0]","[0.6901853501154153, 0.6950344275166945, 0.19881217345244984, 0.0323271826751951, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9120150135623951, 0.40993939848265787, 0.013353074869141949, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1149,aircraft,3003,5874,17622,triangles,"[[0.025, 0.025, 0.025], [0.975, 0.305634, 0.769297]]","[0.5677100344812979, 0.11425328466998828, 0.3954776745235958]",1.2390453850303467,0.5936769309671083,0.11456927033376967,0.04668023084770107,0.8490478309072192,43.24046779567486,"[0.6952881617121984, 0.41869542584858666, 0.2867429280053957, 0.34510653282065323, 0.22837932319013815, 0.16494062230398868, 0.15225288212675878, 0.18270345855211054, 0.06343870088614949]","[0.3020453085127213, 0.9193964512777468, 0.25194998905207483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.575955679026051, 0.4874918982606118, 0.6437151706761747, 0.10916806988075477, 0.06587728354873132, 0.0, 0.0, 0.0, 0.0]","[0.6009062224049047, 0.7305134468451782, 0.3231764557471756, 0.02861458201928117, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9181312905475889, 0.39613456836035943, 0.010598918216999584, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1150,aircraft,618,1228,3684,triangles,"[[0.025, 0.025, 0.025], [0.743256, 0.201238, 0.975]]","[0.3841240314414769, 0.07111520483631015, 0.4706690400508445]",1.2039316899974017,0.4488011803083239,0.07773608583662771,0.030042797626082085,0.8855821478112211,87.99913462343657,"[0.7540517053545772, 0.4273778395169265, 0.24807564247821595, 0.16456503015881652, 0.20386414183853388, 0.15965264119885184, 0.15965264119885184, 0.24070705903826894, 0.09824777919929344]","[0.6890973259156403, 0.555723649931968, 0.46509794701998547, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6324800418471348, 0.5260432710508531, 0.4073253343934622, 0.38480986364809494, 0.09620246591202374, 0.0, 0.0, 0.0, 0.0]","[0.5561260448894756, 0.8078965752405849, 0.1912181243172982, 0.03824362486345964, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.96165245095342, 0.27422605375574943, 0.004963367488791845, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1151,aircraft,856,1660,4980,triangles,"[[0.025, 0.025, 0.025], [0.975, 0.267357, 0.949829]]","[0.5000927333810421, 0.12024272401713146, 0.4695207754172447]",1.3477928604537124,0.5889957473664036,0.12208617542512083,0.055387418436054325,0.5889275308409317,19.284112694683536,"[0.598264117371836, 0.5172763984263037, 0.37620101703731174, 0.26647572040142914, 0.2534131850876336, 0.18287549439313763, 0.1698129590793421, 0.17242546614210122, 0.07576270482001417]","[0.7491807444221338, 0.6119385821896308, 0.25349434671179955, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6168580411154895, 0.7029312561548602, 0.3335337082775612, 0.11655747869914773, 0.023311495739829546, 0.0, 0.0, 0.0, 0.0]","[0.6608681253957122, 0.7374225890940335, 0.13748556745820964, 0.023435039907649367, 0.0031246719876865826, 0.0, 0.0, 0.0, 0.0]","[0.9342880702729764, 0.35622994858173546, 0.014353587671791538, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1152,aircraft,3726,6881,20643,triangles,"[[0.025, 0.025, 0.025], [0.922454, 0.41384, 0.975]]","[0.47133107160057414, 0.14329063290964747, 0.48013431069279144]",1.3634955913812115,0.7733400258176191,0.16403451893894927,0.0772835157092619,0.6846763889739563,13.544397451615145,"[0.49717080948272785, 0.5532618751679587, 0.38753827200704943, 0.40283583537574874, 0.24986020168875556, 0.19631872989830793, 0.16317400926612607, 0.07903741073827981, 0.02039675115826576]","[0.8130145655851647, 0.42695533524693763, 0.39587429551631764, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.42083760813548243, 0.8708101276034212, 0.24279092777047062, 0.07445588451627766, 0.009711637110818825, 0.0, 0.0, 0.0, 0.0]","[0.6005140696504379, 0.7588017456180804, 0.2513020834950202, 0.02121381224308612, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8553031595718167, 0.5179027248705969, 0.015273270706639584, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1153,aircraft,740,1478,4434,triangles,"[[0.025, 0.025, 0.025], [0.79127, 0.364467, 0.975]]","[0.4079132352202063, 0.1367134954440236, 0.4299989590449099]",1.2668494610603898,0.7556426605279059,0.16785685756121488,0.06465156036095551,0.9127230321097479,47.316641061575424,"[0.8080820918889012, 0.3184794126856258, 0.27094517198627865, 0.17112326651764967, 0.24242462756667038, 0.16636984244771497, 0.12121231378333519, 0.17825340262255174, 0.09982190546862897]","[0.22099824843936383, 0.8228658186572058, 0.5234993970123938, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6121326786462591, 0.471536833727507, 0.44341766474375655, 0.36338618379000537, 0.272539637842504, 0.0, 0.0, 0.0, 0.0]","[0.4456764267659473, 0.8656098108306125, 0.21720692279206819, 0.0691844272596958, 0.011262581181810944, 0.0, 0.0, 0.0, 0.0]","[0.8867858133180749, 0.46183914468645504, 0.01776304402640212, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1154,aircraft,520,1000,3000,triangles,"[[0.025, 0.025, 0.025], [0.849758, 0.284141, 0.975]]","[0.43732776435979165, 0.09374015339793108, 0.47768978048418126]",1.2844764756292737,0.5364056611573188,0.12627640324173076,0.05612216468467013,0.43327023726422187,30.657188691897304,"[0.6898222918325339, 0.453963934698616, 0.30433336404376493, 0.2789722503734512, 0.2485389139690747, 0.19274446389438446, 0.1496305706548511, 0.14455834792078834, 0.07354722964390986]","[0.7643247277012468, 0.34576594824580215, 0.5442918515448273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6329345383497486, 0.5157944148342727, 0.563028335606642, 0.10580398253010723, 0.07179555957400133, 0.0, 0.0, 0.0, 0.0]","[0.616034537404407, 0.7210404244619764, 0.30451707246695114, 0.08575480776368165, 0.02275127552914003, 0.0, 0.0, 0.0, 0.0]","[0.894020130838461, 0.4470100654192305, 0.030166323433199606, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1155,aircraft,3680,5798,17394,triangles,"[[0.025, 0.025, 0.025], [0.816625, 0.228519, 0.975]]","[0.42081339616165825, 0.09286632640101938, 0.4959743026422828]",1.2532318715967927,0.4309562255056789,0.0855933618067084,0.03638261833003542,0.5346372348998307,22.995915873054955,"[0.6370551244178302, 0.45135484523530484, 0.309500465304209, 0.35850470564404213, 0.2476003722433672, 0.23212534897815676, 0.1857002791825254, 0.1238001861216836, 0.03352921707462264]","[0.39270276316109387, 0.9040955405611751, 0.1685105140430067, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8348825105758536, 0.5307245699199664, 0.14121618673309047, 0.03569200324023166, 0.009310957367016955, 0.0, 0.0, 0.0, 0.0]","[0.8217002745288383, 0.5675363934794964, 0.051988066578274476, 0.0028882259210152488, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9919641122004884, 0.12651461024678914, 0.0011195983207680457, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1156,aircraft,1333,2472,7416,triangles,"[[0.025, 0.025, 0.025], [0.975, 0.21293, 0.832103]]","[0.4999987144614709, 0.07664725173139758, 0.43856060606459196]",1.2606478245366546,0.4139303698365946,0.07539825873924506,0.03419447951632698,0.5363119894251102,53.682390025342805,"[0.6061480195867327, 0.4680383442378569, 0.47571110397946115, 0.24552831173133477, 0.22506761908705689, 0.1508976082515495, 0.17391588747636214, 0.12532174244620212, 0.08695794373818107]","[0.4548622986473205, 0.7780977782721563, 0.4332021891879243, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3858464990010084, 0.49038619084857227, 0.7374800079428141, 0.25659742544402037, 0.030411546719291305, 0.0, 0.0, 0.0, 0.0]","[0.4569063207138903, 0.7877064969107469, 0.3563869301568345, 0.20834928224553398, 0.018276252828555613, 0.0, 0.0, 0.0, 0.0]","[0.8041977072182698, 0.5930958090734739, 0.03877381802659515, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1157,aircraft,1264,2088,6264,triangles,"[[0.025, 0.025, 0.025], [0.975, 0.70371, 0.185832]]","[0.5635742325980807, 0.36435518874064016, 0.06752823901222885]",1.1785644642207738,0.427952016135683,0.07798940100452907,0.0267044346266985,0.9717758035609785,57.6779118827086,"[0.7742154892810278, 0.4041502239643101, 0.2556371898569431, 0.18016335285155993, 0.1582515937209648, 0.16312087352776372, 0.16312087352776372, 0.2166829514025518, 0.11929735526657347]","[0.7157473967825932, 0.6161073879497497, 0.3288120291483839, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.7953805580557431, 0.4454895914110292, 0.19119724953263056, 0.33268321418677715, 0.14722188214012552, 0.0, 0.0, 0.0, 0.0]","[0.69236378898247, 0.7003403303301944, 0.17069798484130022, 0.03190616539089724, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9719183363566251, 0.2350629560361261, 0.01096148499650329, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1158,aircraft,336,608,1824,triangles,"[[0.025, 0.025, 0.025], [0.908575, 0.453995, 0.975]]","[0.41616511577279525, 0.23442209156853486, 0.49197200048577505]",1.3664704499732148,0.8493560647323922,0.16897900935336443,0.07971891764657567,0.8524996627037343,8.821829707325858,"[0.4421513546826215, 0.5921208200135691, 0.4085375090049953, 0.36716662201714767, 0.2585680436740477, 0.19651171319227623, 0.18616899144531432, 0.10601289790635954, 0.028442484804145244]","[0.38204402049239206, 0.9151950043138646, 0.12829836509072867, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.464897003375268, 0.7046095207406405, 0.5248251327166111, 0.10896023516607845, 0.007264015677738563, 0.005448011758303922, 0.0, 0.0, 0.0]","[0.4443321002824675, 0.802172074174073, 0.3951503029229577, 0.0542695695001487, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.7433483690952679, 0.6624193127824767, 0.09291854613690849, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1159,aircraft,3726,6881,20643,triangles,"[[0.025, 0.025, 0.025], [0.922454, 0.41384, 0.975]]","[0.47133107160057414, 0.14329063290964747, 0.48013431069279144]",1.3634955913812115,0.7733400258176191,0.16403451893894927,0.0772835157092619,0.6846763889739563,13.544397451615145,"[0.5438825177160665, 0.44666680198904013, 0.4020001217901361, 0.4282746395541973, 0.27062753296983016, 0.19443143145405276, 0.18129417257202216, 0.11823532993827532, 0.042039228422497896]","[0.8013744886423714, 0.47853036949605815, 0.3588977771220436, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4309026956885767, 0.8714524666537633, 0.2234905772414633, 0.06913737281570446, 0.012862767035479901, 0.0, 0.0, 0.0, 0.0]","[0.5825263551354001, 0.7777775711226118, 0.23559237631514796, 0.014522817718057066, 0.0032272928262349035, 0.0, 0.0, 0.0, 0.0]","[0.8315915678038897, 0.5553245704462216, 0.008371727192656607, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1160,aircraft,13568,24430,73290,triangles,"[[0.025, 0.025, 0.025], [0.975, 0.236105, 0.690686]]","[0.5000000892630723, 0.09862504895752343, 0.416372380259549]",1.1790687730666942,0.5381831382313954,0.07459168067601318,0.034483919275570395,1.1590566082494185,27.079991581459712,"[0.5610193317666831, 0.5297066248773799, 0.37314309043086363, 0.3079082844114819, 0.2635486163183023, 0.2087513792620216, 0.2009232025396958, 0.12525082755721298, 0.039140883611629054]","[0.7301664452257663, 0.6831966738954539, 0.009963284827642036, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.666370121490347, 0.7148922177153723, 0.21026241697510947, 0.025878451320013474, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.7382398975850241, 0.6694969111702243, 0.08219270114813021, 0.004483238244443466, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9838326752816147, 0.17909010873920647, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1161,aircraft,1486,1692,5076,triangles,"[[0.025, 0.025, 0.025], [0.931591, 0.32614, 0.975]]","[0.4779661099874519, 0.0993048508127361, 0.5544166929976204]",1.3472537032352148,0.6925044214935866,0.14916110325619789,0.062233774812966366,0.7581637055529763,55.846005675428955,"[0.7352205917686495, 0.43816176681161945, 0.3020098053729806, 0.22031862850979733, 0.15595588310244082, 0.18318627539016857, 0.18318627539016857, 0.16833333414231708, 0.08911764748710904]","[0.6855150269697803, 0.6573658591956588, 0.312952512312291, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5521179976252066, 0.7337357600019193, 0.3705002352484939, 0.13802949940630166, 0.021794131485205526, 0.0, 0.0, 0.0, 0.0]","[0.5959574024719807, 0.7852247140182003, 0.16736861434252476, 0.015641926574067735, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9699631388209279, 0.2431015927271595, 0.00855131230698551, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1162,aircraft,2868,5706,17118,triangles,"[[0.025, 0.025, 0.025], [0.830816, 0.975, 0.273857]]","[0.4279081557636125, 0.46923593186263973, 0.09510831326990087]",1.2703421713479404,0.5249021307261129,0.10945012310681305,0.04805056433548283,0.5538416957317845,30.959258426053285,"[0.5927044443735034, 0.4563299704468567, 0.4615751425209585, 0.26225860370509, 0.21242946900112294, 0.21505205503817384, 0.19144878070471572, 0.1599777482601049, 0.0708098230003743]","[0.28467244287782373, 0.9255504040232833, 0.24963583452363003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4242532706417355, 0.6363799059626033, 0.623239317933877, 0.15956428320596247, 0.03379008350243911, 0.0, 0.0, 0.0, 0.0]","[0.44018832610690023, 0.7944434730136486, 0.40160608238438306, 0.11750046951857496, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8291958584683919, 0.5580033773597226, 0.03265668620680311, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1163,aircraft,1013,2778,8334,triangles,"[[0.025, 0.025, 0.025], [0.931034, 0.302749, 0.975]]","[0.46898210134628837, 0.10716852437973133, 0.48535517879444107]",1.341842806053302,0.6925296141020456,0.13086506762870423,0.05729357869574193,0.8946450734876829,28.657629271818646,"[0.5609546571636569, 0.5094909271486425, 0.450307637631376, 0.29334326108558206, 0.23158678506756478, 0.1955621740570547, 0.17240349555029824, 0.11579339253378239, 0.04374417051276224]","[0.829183447582792, 0.4595861744354235, 0.3181750438399086, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.593654449275963, 0.7230179561331131, 0.34201584689630105, 0.08328883318200078, 0.030125748172213047, 0.0, 0.0, 0.0, 0.0]","[0.6233411721260436, 0.7521972283794893, 0.21261249281818542, 0.020939109141184926, 0.0016107007031680714, 0.0, 0.0, 0.0, 0.0]","[0.9380941156464334, 0.3462936955829809, 0.007752843930962259, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1164,aircraft,272,620,1860,triangles,"[[0.025, 0.025, 0.025], [0.886786, 0.255714, 0.975]]","[0.455891652650897, 0.08900249205902704, 0.5476977523270982]",1.3032283221262495,0.5522742831450956,0.10867243738610752,0.05063853663820401,0.5808310096924141,55.90226161785705,"[0.5664612121883954, 0.5020906198942595, 0.4428696749836546, 0.33472707992950634, 0.22400966118359272, 0.1776628347318149, 0.13646565566356797, 0.10814259505414821, 0.08239435813649387]","[0.2740357972639501, 0.8488810041682133, 0.4520015736480097, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.40607570531097487, 0.6639626461245798, 0.5908305285804232, 0.2040001173600158, 0.05966041168075934, 0.0, 0.0, 0.0, 0.0]","[0.4763053810861373, 0.7489993015552999, 0.43631027275066014, 0.1472547170533478, 0.009089797348972086, 0.0, 0.0, 0.0, 0.0]","[0.8634908820024413, 0.5039343893358299, 0.020823735096521898, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1165,aircraft,448,768,2304,triangles,"[[0.025, 0.025, 0.025], [0.975, 0.794583, 0.271841]]","[0.5146800181311396, 0.4098267480428883, 0.0935230196025615]",1.2472724133764843,0.6078578526784415,0.11644354478005109,0.04710707796925294,0.894914179279552,49.44527861106192,"[0.6162766539064031, 0.45450403225597225, 0.41598674138682207, 0.34408779843107506, 0.19772209312830433, 0.17717953799809089, 0.17974735738936756, 0.12839096956383397, 0.053924207216810266]","[0.39070087569029743, 0.7747515237092706, 0.4971045184314848, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3721670641886551, 0.6532719743737031, 0.5978428371541162, 0.26130878974948124, 0.09502137809072045, 0.0, 0.0, 0.0, 0.0]","[0.5219195159093853, 0.6248332232717994, 0.5678631352676059, 0.12129115510570224, 0.0018377447743288216, 0.0, 0.0, 0.0, 0.0]","[0.7847621168378474, 0.6179457703750887, 0.04786903855018292, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1166,aircraft,349,772,2316,triangles,"[[0.025, 0.025, 0.025], [0.871807, 0.252024, 0.975]]","[0.44840478197609757, 0.10102011169429802, 0.5660404780007023]",1.2927188371123086,0.5829661966183255,0.10717605972546242,0.04042563115467346,1.0719243259797406,46.5827704834925,"[0.741189663554996, 0.4540400256876631, 0.27487828582172036, 0.19879590313892276, 0.19634163272980026, 0.15461903577471772, 0.13498487250173768, 0.19388736232067777, 0.10553362759226764]","[0.8665823090550852, 0.4294155628054715, 0.2542388169678604, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5931205095797434, 0.656535909975062, 0.4401774850969165, 0.1510778656476705, 0.024247064857033537, 0.0, 0.0, 0.0, 0.0]","[0.628101998638983, 0.7640345207324942, 0.14530717878961547, 0.0249990845229446, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9679235914891191, 0.2511700458927461, 0.0061260986803108805, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
