Model number,Label,Number of vertices,Number of faces,Number of edges,Type of faces,Bounding box,Barycenter,Diagonal,Surface,Bounding box volume,Convex hull volume,Compactness,Diameter,Eccentricity,A3,D1,D2,D3,D4
1330,aircraft,1159,2288,6864,triangles,"[[-0.1599726203, -0.1027005697, -0.4844136158], [0.1408165076, 0.1055441004, 0.5155863842]]","[-1.7026562624431427e-11, -9.03091988126954e-14, -3.7740812202396265e-11]",1.0648192062918007,0.30763116635837695,0.0493526382226476,0.021159025895723875,0.5749727767309186,1.0031379393958764,22.05379871963749,"[0.5387430685124244, 0.491759661374713, 0.39152839281426194, 0.2819004428262686, 0.20046253712090212, 0.22552035426101488, 0.20359476426341622, 0.16914026569576115, 0.10649572284547924, 0.1440824485556484, 0.1472146756981625, 0.11276017713050744, 0.0751734514203383, 0.04385117999519734]","[0.7903901317764126, 0.43772727028873076, 0.41291681772175814, 0.11341921173473185, 0.017721751833551853, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.48271742531834516, 0.7271313115554819, 0.42365073614437043, 0.2057150209162568, 0.1140598135773305, 0.04888277724742736, 0.03258851816495157, 0.0, 0.002036782385309473, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.37576578682181405, 0.8632895016208056, 0.33365410381592114, 0.046970723352726756, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.7405283835542997, 0.6709679874474379, 0.037678547891216815, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1331,aircraft,1026,1840,5520,triangles,"[[-0.3938248869, -0.1183635537, -0.3342564673], [0.6061751131, 0.2205220024, 0.4154084706]]","[1.1395185111055555e-11, 1.0993496726099506e-11, 1.4656594812971646e-11]",1.2949289321232331,1.2140584149489024,0.20683361943494982,0.09568590880642056,1.7281061068398718,1.0916502840609061,19.340688129326725,"[0.5951374326461143, 0.5344091231924292, 0.3582970257767423, 0.1730756819430026, 0.18218492836105538, 0.17003926647031836, 0.1518207736342128, 0.12449303438005452, 0.10627454154394897, 0.12449303438005452, 0.16396643552494986, 0.13663869627079153, 0.1609300200522656, 0.05465547850831662]","[0.47630876248284143, 0.5152794794132557, 0.5759005946383446, 0.27062997868343264, 0.3204258947611842, 0.0064951194884023825, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3792251069910942, 0.6417655656772363, 0.5026415619290242, 0.3859569136240722, 0.16156335919147208, 0.12341645493793006, 0.033659033164890016, 0.015707548810282006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.42183074386605374, 0.7523561319169443, 0.48026617158775814, 0.15887131911838387, 0.010956642697819577, 0.0, 0.0018261071163032628, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.7719467767655999, 0.6178655837984143, 0.14945875717817003, 0.001540811929671856, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1332,aircraft,1011,1941,5823,triangles,"[[-0.5074381119, -0.3681930393, -0.2194516092], [0.4925618881, 0.3758916717, 0.1284605723]]","[-2.288572665111527e-11, -5.457296339983348e-12, 3.225898765926576e-12]",1.294103915139755,0.4068726215721058,0.16240353334845883,0.07346763368265292,0.11033947782212762,1.0096906925402906,23.399199515211656,"[0.4443804954788444, 0.5184439113919851, 0.42505960437106854, 0.2543917329190486, 0.22863054477534747, 0.21252980218553427, 0.2382909903292354, 0.19964920811368372, 0.16100742589813202, 0.12236564368258035, 0.12558579220054297, 0.16422757441609467, 0.09982460405684186, 0.025761188143701125]","[0.19434183604444788, 0.8251004267150244, 0.15683727119376495, 0.5063116254842195, 0.022161788320858092, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.40983316714721607, 0.7614268842261436, 0.3990480838012367, 0.0992227667830102, 0.21785868358878327, 0.17256133353566994, 0.07333856675265972, 0.023727183361154616, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.36161847435436845, 0.7345375260323109, 0.5198265568844047, 0.2429624124568413, 0.020717725093219026, 0.0018834295539290025, 0.0018834295539290025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.589422364716809, 0.7895445469018263, 0.17041654576692886, 0.012507636386563586, 0.0015634545483204482, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1333,aircraft,996,2036,6108,triangles,"[[-0.1149644532, -0.4435424713, -0.4162449136], [0.1664666186, 0.5564575287, 0.4171184767]]","[2.002380028690074e-12, -1.4161673826637826e-11, -1.5630332772811088e-12]",1.3318025335862698,1.3960693504301513,0.16980731234434643,0.06815475071516136,5.179362846260956,1.001184506545422,22.57223004749824,"[0.3459908795074568, 0.5673003609942084, 0.4301508231714328, 0.3335227397053863, 0.2587139008929632, 0.22130948148675164, 0.23377762128882218, 0.1184473281196699, 0.1620858174269167, 0.11533029316915226, 0.14650064267432855, 0.11221325821863463, 0.06234069901035258, 0.009351104851552886]","[0.2625400266244849, 0.9057630918544729, 0.25925827629167886, 0.2083911461331849, 0.004922625499209092, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4162050681270021, 0.729927481288059, 0.4517602749519219, 0.19032493065104117, 0.21751420645833275, 0.07947634466746774, 0.006274448263221138, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3133887272338066, 0.7949804436608994, 0.5010678520178943, 0.13456239135462883, 0.024787808933747418, 0.0017705577809819584, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6325825058236699, 0.766077135350008, 0.11377383198267445, 0.004550953279306978, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1334,aircraft,1035,2072,6216,triangles,"[[-0.4508531081, -0.4156772332, -0.1005828174], [0.5491468919, 0.4166086105, 0.1661119258]]","[-1.7509760539704718e-12, -1.027423291605453e-12, -4.132134185242511e-13]",1.3280910404313158,1.3357040388294217,0.16834792251986913,0.06761599179366073,4.608711246164361,1.0004327273636575,17.844523655297994,"[0.6056491935424482, 0.5208583064465054, 0.3179658266097853, 0.251344415320116, 0.1998642338690079, 0.15141229838561204, 0.1786665120950222, 0.1120451008053529, 0.08781913306365498, 0.13627106854705084, 0.16655352822417324, 0.15746879032103653, 0.0969038709667917, 0.04542368951568361]","[0.5117057615640944, 0.7026407472223385, 0.25394353092546473, 0.42387566816130207, 0.017184148709241974, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5703927329008417, 0.5273869316106988, 0.4640099612883831, 0.29198675612781183, 0.2942502193536088, 0.09506545548347362, 0.018107705806375926, 0.0022634632257969908, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3654165337245512, 0.7961490662307854, 0.4713343695867399, 0.0988566468047095, 0.024714161701177375, 0.008826486321849063, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6801570658812734, 0.7257032979715373, 0.10323812607126472, 0.00910924641805277, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1335,aircraft,995,1934,5802,triangles,"[[-0.4992313151, -0.3291738823, -0.1304476774], [0.5007686849, 0.3162871861, 0.1854138558]]","[6.282685826950379e-12, -6.2075046172222576e-12, 1.609546051224091e-11]",1.2314172724854577,0.8257397769790382,0.1418154098704139,0.04976681703625592,2.0100067368032466,1.0229033745269107,9.840959366771138,"[0.4315437400301607, 0.3950285004891471, 0.4016676349511496, 0.32531758863812116, 0.2821632146351051, 0.29544148355911004, 0.2755240801731026, 0.21245230278407912, 0.20249360109107542, 0.1726174960120643, 0.13278268924004946, 0.08630874800603215, 0.07635004631302844, 0.029876105079011128]","[0.05368967965611304, 0.9292444555865719, 0.3648144899710245, 0.022026535243533554, 0.006883292263604236, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4012283104601377, 0.682088127782234, 0.5770045226617218, 0.1987035442278777, 0.03248038703724924, 0.017195499019720187, 0.0019106110021911318, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.41766019617332784, 0.7871949376435561, 0.4503167547218596, 0.05500051966068514, 0.008593831196982054, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6729388347556, 0.7343875924949755, 0.08842626113715012, 0.0029975003775305127, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1336,aircraft,1191,2319,6957,triangles,"[[-0.4345774319, -0.3733328956, -0.1461614551], [0.5654225681, 0.3789507225, 0.1622312426]]","[-3.5650053340856715e-11, -8.493927110292351e-12, -1.0943252313195054e-11]",1.2888121267493995,0.4822596428986783,0.14255141255585158,0.0778193082960669,0.16376295065682164,1.0062192646327153,12.297574165437918,"[0.5362570065167352, 0.45326485074628814, 0.35750467101115685, 0.3064325751524202, 0.2681285032583676, 0.23301643735548616, 0.21386440140845991, 0.19471236546143364, 0.146832275593868, 0.15002428158503903, 0.12129622766449964, 0.09895218572630235, 0.073416137796934, 0.03830407189405252]","[0.16170166041794168, 0.9048412061684822, 0.166862351707876, 0.17718373428774462, 0.3096414773960586, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3843805132789354, 0.5895406645382445, 0.5187957847936552, 0.30420298290173414, 0.3301427721414169, 0.17922036201962632, 0.04244692784675361, 0.009432650632611912, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.21871082636120112, 0.616725122982486, 0.6482510078633799, 0.3783106185707263, 0.09063691903256983, 0.015762942440446927, 0.001970367805055866, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5523581023370225, 0.7521102462639332, 0.35086898324553, 0.07816388240618244, 0.0034739503291636637, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1337,aircraft,1065,1914,5742,triangles,"[[-0.4080564302, -0.458091177, -0.4400402697], [0.5919435698, 0.4430947765, 0.4632056567]]","[1.7354445599196662e-12, 2.225519142294607e-12, -6.193912875811408e-12]",1.621107438248279,2.4506039662945214,0.7168512746674048,0.36544807452302575,0.9743515194675868,1.0091481394067503,2.60446674917395,"[0.18121876908510898, 0.4207961248247446, 0.4115816111424509, 0.38393807009556985, 0.37165205185251166, 0.3593660336094534, 0.34708001536639516, 0.19964779644969632, 0.17507575996357985, 0.09521664138370133, 0.06143009121529118, 0.03992955928993926, 0.024572036486116472, 0.0]","[0.0, 0.0, 0.0, 0.9793814826029671, 0.20201958205682433, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1353066014611196, 0.32632768587681793, 0.44040972240285997, 0.3740829569807425, 0.3475522508118955, 0.38734831006516596, 0.501430346591208, 0.13795967207800433, 0.0026530706168846987, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0481601032357344, 0.23066154707641215, 0.5069484551129937, 0.4562536096016943, 0.4359756713971746, 0.45371886732612937, 0.26107845438319177, 0.12166762922711849, 0.020277938204519747, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.13614721054884488, 0.4152489921739768, 0.6308154088763145, 0.503744679030726, 0.3585209877786248, 0.16110753248279974, 0.052189764043723864, 0.011345600879070406, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1338,aircraft,1003,1934,5802,triangles,"[[-0.4735302921, -0.4739961339, -0.6004617569], [0.4759500056, 0.4753427667, 0.3995382431]]","[3.1474640755635034e-12, 1.0495821349279751e-11, -7.847638690543894e-12]",1.6741437166243813,3.2930358094915144,0.8182067542437794,0.42317666735003556,1.7631674457135842,1.0438090148819614,1.1801609597123954,"[0.13009693101940048, 0.2630849049503432, 0.35559827811969463, 0.4856952091390951, 0.45389373711213055, 0.39896392179282814, 0.33825202065044124, 0.2197192612772097, 0.1329879739309427, 0.06360294405392912, 0.04336564367313349, 0.0028910429115422327, 0.0028910429115422327, 0.0]","[0.0, 0.0, 0.0, 0.9996977989622581, 0.024582732761367, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.027624940077060935, 0.13812470038530467, 0.26369260982649073, 0.35912422100179214, 0.40935138477826655, 0.49473756319827306, 0.5474760851635713, 0.26369260982649073, 0.007534074566471163, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.012394247944672601, 0.09419628437951176, 0.24540610930451748, 0.3197715969725531, 0.433798678063541, 0.5255161128541183, 0.5230372632651837, 0.29994080026107695, 0.024788495889345202, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.009335048027968392, 0.23337620069920978, 0.35706558706979097, 0.5134276415382615, 0.5974430737899771, 0.39207201717467244, 0.2077048186222967, 0.02333762006992098, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1339,aircraft,1006,1996,5988,triangles,"[[-0.3182176576, -0.3017004633, -0.4274208856], [0.3166880433, 0.3146222528, 0.5725791144]]","[-2.414242022824818e-12, 1.0059893341677942e-12, 5.795293873120035e-12]",1.3352748553822922,1.7271747626146783,0.36444485657712306,0.1700191538970932,1.576016557521386,1.001520560685566,5.518302381046253,"[0.3594063229115653, 0.4071151268378793, 0.43255982226524675, 0.41983747455156306, 0.2862528235578839, 0.29897517127156764, 0.24490519348841178, 0.235363432703149, 0.1590293464210466, 0.1272234771368373, 0.06679232549683957, 0.0795146732105233, 0.050889390854734914, 0.012722347713683729]","[0.0, 0.0576516296418814, 0.7297049123243846, 0.6473454414074111, 0.21248743496579145, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.19675663607707805, 0.6362649660154862, 0.3730710242500441, 0.3372970904178481, 0.36796046227401613, 0.3168548425137361, 0.24786225583735808, 0.07921371062843402, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.08347573141920941, 0.5053665902135921, 0.5234153970069346, 0.5482325063477808, 0.3519517324701802, 0.19176857217926485, 0.04963421868169208, 0.002256100849167822, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.16815936108555307, 0.7557724093732723, 0.544156134748756, 0.3079772568196084, 0.0963609821950922, 0.017004879210898625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1340,aircraft,1023,1935,5805,triangles,"[[-0.1818949717, -0.1906688255, -0.297837133], [0.1802005001, 0.1700939659, 0.702162867]]","[-2.732834882431686e-12, 9.21886742497236e-13, 6.6117975281884524e-12]",1.1230596254682048,0.5229881251232624,0.12129640398007194,0.048768898245026227,0.5317863941315166,1.0038136443361627,26.951641364470262,"[0.6465518385309356, 0.3232759192654678, 0.28667864538635823, 0.26838000844680343, 0.2744795540933217, 0.20738455198162084, 0.2988777366793947, 0.25923068997702603, 0.12809045857688345, 0.06404522928844172, 0.10064250316755129, 0.11284159446058781, 0.07014477493495999, 0.00914931846977739]","[0.04730296287760593, 0.19551891322743783, 0.17502096264714193, 0.0, 0.9381754304058509, 0.22074716009549433, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6525693396037944, 0.6280701493797611, 0.06904317244954822, 0.12472315023144193, 0.13140474756526918, 0.21826551290502338, 0.2895358844658473, 0.10245115911868444, 0.011135995556378744, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5649123097690254, 0.5811687791148966, 0.5019184910537744, 0.2905843895574483, 0.08128234672935618, 0.012192352009403426, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6761050005781857, 0.6990238141571072, 0.2308251939019956, 0.031104104142822102, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1341,aircraft,1005,1977,5931,triangles,"[[-0.3418546314, -0.1871045861, -0.1877857758], [0.6581453686, 0.185993561, 0.1852698829]]","[1.312788056666952e-12, 1.9740098999472696e-12, 6.282517726523186e-12]",1.1306514723191865,0.6594498994511133,0.12961005271026552,0.05546778423493569,0.8241597686636474,1.0001625376157528,34.42762800992825,"[0.7137548441162899, 0.39256516426395943, 0.2230483887863406, 0.2349443028549454, 0.24386623840639904, 0.17249075399477007, 0.17546473251192127, 0.13977699030610677, 0.16356881844331644, 0.11895914068604832, 0.13382903327180434, 0.16654279696046764, 0.06840150589447778, 0.02676580665436087]","[0.2889553803015278, 0.2270363702369147, 0.2208444692304534, 0.1382857891443026, 0.8070110978421241, 0.3818338953984475, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.7271534351140962, 0.44947024630029897, 0.21414551001741994, 0.20002602584044718, 0.3412208676101746, 0.21179226265459114, 0.11295587341578193, 0.09648314187598041, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3879227140913991, 0.7127383837851543, 0.5605390414143662, 0.1633358796174312, 0.024129164034393247, 0.007424358164428691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5919461065485249, 0.7997251692006586, 0.10015249782512922, 0.002989626800750126, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1342,aircraft,984,1841,5523,triangles,"[[-0.3019029894, -0.2958767064, -0.4257477875], [0.3127593674, 0.3262158597, 0.5742522125]]","[-4.138952703716706e-12, 5.987558079518069e-13, 3.9293365678063636e-12]",1.3284611299032476,1.5994689730587206,0.3648926730718904,0.16233569535730918,1.3729257011566578,1.0022757692517017,10.018808484407588,"[0.6084783926438344, 0.29643819128802185, 0.32140140739648687, 0.26523417115244063, 0.2402709550439756, 0.29955859330157997, 0.2777157792066731, 0.26523417115244063, 0.20594653289483625, 0.11545487450165062, 0.10297326644741812, 0.07488964832539499, 0.034324422149139375, 0.0124816080542325]","[0.0, 0.0, 0.2911252836107107, 0.3016298041533652, 0.9078907040437112, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.858390918877855, 0.23784131253542581, 0.16216453127415395, 0.082163362512238, 0.19675963127930682, 0.18594866252769654, 0.26378763753929046, 0.1751376937760863, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6786735494780152, 0.5293214415022708, 0.42170006957857253, 0.17351200779535017, 0.1251922081561387, 0.14495939891763432, 0.12079949909802859, 0.002196354529055065, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8267953373951601, 0.5093195096890103, 0.21730965746731107, 0.0899797800450585, 0.03735009737719409, 0.016977316989633676, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1343,aircraft,1003,1994,5982,triangles,"[[-0.3509510574, -0.4342530735, -0.4658943158], [0.3967745484, 0.3949101686, 0.5341056842]]","[-1.247447977982228e-12, -4.586521223819412e-13, 5.802586882104416e-12]",1.4988679940604375,2.939247259856487,0.576989295756324,0.2690183839951667,3.1023591514579283,1.0669952496056792,3.766196442819682,"[0.21905093050016988, 0.4317525586670015, 0.42540325633366327, 0.42857790750033237, 0.320639767833582, 0.32381441900025115, 0.2666706980002068, 0.22540023283350813, 0.20635232583349336, 0.11428744200008864, 0.098414186166743, 0.06984232566672083, 0.03174651166669129, 0.012698604666676515]","[0.0, 0.0, 0.7377173556377572, 0.6226010210217555, 0.2610384489179756, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1695216408689311, 0.48248467016541924, 0.47987664492128185, 0.4407562662592208, 0.3807716856440606, 0.3546914332026866, 0.1773457166013433, 0.10692903500963345, 0.015648151464824407, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.07334612952879235, 0.33597259332543594, 0.5654749986252056, 0.5157889108798945, 0.4424427813511022, 0.29101851393682127, 0.1230322172741033, 0.01892803342678512, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1666998411158935, 0.5103896369968097, 0.6956116826811359, 0.43835884145290516, 0.17698995476502274, 0.06585672735442706, 0.004116045459651691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1344,aircraft,1061,1930,5790,triangles,"[[-0.3385605071, -0.3417198253, -0.3417632057], [0.6614394929, 0.3418708997, 0.3418289513]]","[2.3528865572742672e-12, -5.695523152278297e-12, 5.184642370065551e-12]",1.39089701862429,1.5472801700098824,0.41838388199935445,0.1843171924404429,0.9641016195478732,1.0026524047230156,9.936257850952648,"[0.6195980464359893, 0.20549482947123263, 0.3642862886080942, 0.3736269626749684, 0.25842531585018647, 0.2833337800285177, 0.22106261958268963, 0.1961541554043584, 0.15567790111457017, 0.12142876286936473, 0.0965202986910335, 0.0996338567133249, 0.0902931826464507, 0.02802202220062263]","[0.0, 0.0, 0.4869544308145511, 0.0, 0.8233374257851291, 0.291531928974501, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8887584308500144, 0.051716546622737905, 0.04405483601196192, 0.04980111897004391, 0.11492565916163978, 0.19537362057478763, 0.25092102250291354, 0.29689128616756943, 0.02298513183232796, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.7773568946700211, 0.36263298436926245, 0.47482882483710054, 0.03405945157059371, 0.08815387465330136, 0.09616786325814694, 0.14024480058479763, 0.03005245726817092, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8464603906439014, 0.4777053689772513, 0.21957685381059622, 0.07375100433333003, 0.031847024598483424, 0.025142387840907963, 0.0016761591893938643, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1345,aircraft,1078,1889,5667,triangles,"[[-0.3031582169, -0.3025331377, -0.3032982336], [0.3029932679, 0.3036178541, 0.6967017664]]","[3.556110797473182e-14, -4.022992388677709e-12, 2.3326443825686356e-11]",1.3171327371929407,2.3419889440767214,0.31617145023887827,0.130148361651574,6.70540072858994,1.0000104812118746,2.155994968502909,"[0.1398029590922679, 0.3271984148967972, 0.3896635668316403, 0.4283324704103527, 0.4432051256329344, 0.43130700145486905, 0.2974531044516338, 0.19334451789356197, 0.1398029590922679, 0.08031233820194113, 0.04461796566774507, 0.03271984148967972, 0.026770779400647045, 0.0]","[0.0, 0.034593776244608056, 0.9976398697638582, 0.03905748930842845, 0.0, 0.044637130638203945, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.10384779098258515, 0.3025131302536176, 0.40636092123620277, 0.5982535784866319, 0.593738457139563, 0.10384779098258515, 0.08578730559430947, 0.06321169885896487, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0409011887848355, 0.20881133221731807, 0.41762266443463614, 0.6565717147039383, 0.5467843132288535, 0.21526941465702892, 0.062428130250538394, 0.004305388293140579, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.08030574384788244, 0.4316433731823681, 0.6605147431488331, 0.5641478505313742, 0.22485608277407085, 0.0461758027125324, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1346,aircraft,1027,1930,5790,triangles,"[[-0.1644233537, -0.1741560228, -0.4807558473], [0.1828521221, 0.1371083635, 0.5192441527]]","[-1.43993541770299e-12, 8.582956518699303e-13, -1.3311855996768225e-11]",1.1033973782236535,0.6952240854002105,0.08501328491187983,0.0462685410108902,1.3878752935721919,1.0050482500788394,22.872890783527627,"[0.43475468571464143, 0.5796729142861886, 0.43167131914928936, 0.18191862735577194, 0.24975269179351742, 0.20041882674788433, 0.16650179452901162, 0.12025129604873061, 0.12333466261408267, 0.19733546018253229, 0.17883526079041986, 0.14491822857154715, 0.05858396474168927, 0.015416832826760334]","[0.001771235327905622, 0.7067228958343432, 0.42332524336944366, 0.5614815989460822, 0.07793435442784738, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.306653883570342, 0.5431412005610294, 0.5041597746834436, 0.40020930567654805, 0.3144501687458592, 0.2027034145634464, 0.2027034145634464, 0.12474056280827471, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.090400998706969, 0.49047350362291686, 0.6212664379223614, 0.5904916298519038, 0.1288695087950409, 0.0019234255044035956, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.28743129572102666, 0.7608475474968353, 0.5782441360975947, 0.0642493484552883, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1347,aircraft,1040,2054,6162,triangles,"[[-0.1909089378, -0.150599457, -0.4837200536], [0.222820417, 0.1509026147, 0.5162799464]]","[-2.6471312232971947e-12, -3.6120056781058584e-12, -8.223628399119627e-12]",1.123421327135379,1.0240570060586305,0.12326613220867001,0.06713311596367677,2.106912090450363,1.0069356056594774,16.494227398255763,"[0.3444780481920696, 0.5151653693683204, 0.4344768175395473, 0.4251666000208427, 0.26689290220286477, 0.19241116205322809, 0.1893077562136599, 0.13965326278056878, 0.1768941328553871, 0.14896348029927337, 0.14275666862013697, 0.08689536350790945, 0.03724087007481834, 0.003103405839568195]","[0.0, 0.7279571658457312, 0.43571158831642304, 0.5224996689160358, 0.08501689528125328, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.19590447291242902, 0.41692490389055403, 0.4847379906679333, 0.5550626732518822, 0.42697128711683247, 0.16576532323359378, 0.15069574839417615, 0.11051021548906252, 0.005023191613139206, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.08756239237862999, 0.33192255715620206, 0.5966460689985718, 0.637372763128167, 0.34414056539508064, 0.03869035942311558, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.19414038269417383, 0.6669081664772083, 0.6705033587493225, 0.2606514397282889, 0.005392788408171496, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1348,aircraft,1027,1926,5778,triangles,"[[-0.1634781574, -0.1652284803, -0.4795107504], [0.1835729607, 0.1465909111, 0.5204892496]]","[-1.991670388699211e-12, -1.2099911250488251e-13, -2.965807422194799e-13]",1.1034834894222598,0.6967469612529047,0.08547327670275272,0.046469043099342175,1.3849861085193909,1.0073001029196118,22.923511138650415,"[0.37117196960532856, 0.5976497815679018, 0.3931906457683565, 0.27051516428862926, 0.25478753845789504, 0.15413073314119574, 0.21075018613183907, 0.15413073314119574, 0.19187703513495796, 0.1446941576427552, 0.19187703513495796, 0.15413073314119574, 0.04403735232605593, 0.012582100664587408]","[0.0, 0.7053212927182888, 0.4040534038687685, 0.5759533169182007, 0.08683603855074411, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.21558739976378408, 0.5107368161070599, 0.515869849434769, 0.4645395161576776, 0.3387801996288035, 0.1745231331421109, 0.22841998308305692, 0.11549324987345574, 0.002566516663854572, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.11950376530617247, 0.43368301925627106, 0.659198189269532, 0.5898089061885287, 0.12335872547733932, 0.001927480085583427, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2559510290191254, 0.7908230512001182, 0.5545605628747717, 0.03937708138755775, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
